COMMUNITY,Location 1,SR TYPE,CSR #,STATUS,DESCRIPTION,DATE RECEIVED,TIME,LOCATION,CENSUS TRACT,PRIORITY,METHOD,PARCEL_NO,DATE_A,USER_ID,PLANNED COMP,REVISED PLANNED COMP,ACTUAL COMP,DATE OF STATUS,ASSIGNEE,X_COORD,Y_COORD,STREET_DIRECTION
AVONDALE,"1019 DANA AV
Cincinnati, OH
(39.14912723256168, -84.48000663700759)",Graffiti removal,SR12036157,CLOSED  ,Request from Xavier University,07/31/2012 12:00:00 AM,10:59 AM,DANA AV & WINDING WY,66,STANDARD,INTERNET,10800060010,07/31/2012 12:00:00 AM,CSRWEB,08/30/2012 12:00:00 AM,,08/16/2012 12:00:00 AM,08/16/2012 12:00:00 AM,,1407039,424759,
OVER-THE-RHINE,"2012 MOHAWK PL
Cincinnati, OH
(39.12003416491382, -84.52475690118558)",Graffiti removal,SR12036134,CLOSED  ,Graffiti on  side of building,07/31/2012 12:00:00 AM,10:00 AM,2012 MOHAWK PL - GJ1399332999,16,STANDARD,PHONE,9600050227,07/31/2012 12:00:00 AM,LSHACKELFORD,08/30/2012 12:00:00 AM,,07/31/2012 12:00:00 AM,07/31/2012 12:00:00 AM,,1394119,414321,
CUF,"1008 MARSHALL AV
Cincinnati, OH
(39.132085080106435, -84.53107913505153)",Graffiti removal,SR12036078,CLOSED  ,Graffiti on City Wall,07/31/2012 12:00:00 AM,7:32 AM,1008 MARSHALL AV - GJ1339834347,29,STANDARD,PHONE,9800010001,07/31/2012 12:00:00 AM,LSHACKELFORD,08/30/2012 12:00:00 AM,,07/31/2012 12:00:00 AM,07/31/2012 12:00:00 AM,,1392392,418836,
CAMP WASHINGTON,"2721 CENTRAL PKWY
Cincinnati, OH
(39.13065515807989, -84.53154678250678)",Graffiti removal,SR12036072,CLOSED  ,Graffiti on Wall,07/31/2012 12:00:00 AM,7:24 AM,2721 CENTRAL PKWY - GJ1333734224,28,STANDARD,PHONE,18900190125,07/31/2012 12:00:00 AM,LSHACKELFORD,08/30/2012 12:00:00 AM,,07/31/2012 12:00:00 AM,07/31/2012 12:00:00 AM,,1392171,418443,
WEST END,"2175 CENTRAL PKWY
Cincinnati, OH
(39.1210588148412, -84.52812673622688)",Graffiti removal,SR12036071,CLOSED  ,Graffiti on City Wall,07/31/2012 12:00:00 AM,7:21 AM,2175 CENTRAL PKWY - GJ1371933099,15,STANDARD,PHONE,9600010005,07/31/2012 12:00:00 AM,LSHACKELFORD,08/30/2012 12:00:00 AM,,07/31/2012 12:00:00 AM,07/31/2012 12:00:00 AM,,1393240,414694,
OVER-THE-RHINE,"70 E MCMICKEN AV
Cincinnati, OH
(39.115114873413575, -84.51497227750679)",Graffiti removal,SR12035806,CLOSED  ,Written in read spray paint. Says EASY CASH,07/30/2012 12:00:00 AM,9:27 AM,70 E MCMICKEN AV CINC - GJ1485832506,17,STANDARD,INTERNET,9400050301,07/30/2012 12:00:00 AM,CSRWEB,08/29/2012 12:00:00 AM,,08/16/2012 12:00:00 AM,08/16/2012 12:00:00 AM,,1396876,412567,E 
EAST END,"1933 RIVERSIDE DR
Cincinnati, OH
(39.12042087338642, -84.47754249464731)",Graffiti removal,SR12035764,CLOSED  ,Graffiti on frint of building sidws of buildinf and on the power pole near the street on the left as you face the river.,07/30/2012 12:00:00 AM,7:56 AM,1933 RIVERSIDE DR CINC - GJ1807133151,43,STANDARD,INTERNET,3200020129,07/30/2012 12:00:00 AM,CSRWEB,08/29/2012 12:00:00 AM,,08/15/2012 12:00:00 AM,08/15/2012 12:00:00 AM,,1407510,414157,
EAST END,"900 ADAMS XING
Cincinnati, OH
(39.10354747260725, -84.49653684888735)",Graffiti removal,SR12035729,CLOSED  ,Behind Adam's Place Condominiums,07/29/2012 12:00:00 AM,12:42 PM,900 ADAMS XING CINC - GJ1640631241,43,STANDARD,INTERNET,8500010202,07/29/2012 12:00:00 AM,CSRWEB,08/28/2012 12:00:00 AM,,08/15/2012 12:00:00 AM,08/15/2012 12:00:00 AM,,1401740,408171,
NORTHSIDE,"4151 KIRBY AV
Cincinnati, OH
(39.16374726333374, -84.5477831640181)",Graffiti removal,SR12035675,CLOSED  ,There are several tags on this concrete wall. Please paint over them and thank you to whoever covered the building's graffiti!,07/27/2012 12:00:00 AM,3:46 PM,CHASE AV & KIRBY AV,78,STANDARD,INTERNET,19500280001,07/27/2012 12:00:00 AM,CSRWEB,08/26/2012 12:00:00 AM,,08/16/2012 12:00:00 AM,08/16/2012 12:00:00 AM,,1388041,430703,
MOUNT ADAMS,"317 BAUM ST
Cincinnati, OH
(39.10466475143312, -84.49870354199675)",Graffiti removal,SR12035573,CLOSED  ,RESIDENT SAYS THAT UP UNDER THE VIADUCT OF COLUMBIA PKWY WALLS HAS GRAFFITTI THIS IS WHERE WE CLEANED OUT HOMLESS PEOPLE,07/27/2012 12:00:00 AM,11:20 AM,BAUM ST & KILGOUR ST - GJ1630131356,12,STANDARD,PHONE,7900060135,07/27/2012 12:00:00 AM,DCOTTRELL,08/26/2012 12:00:00 AM,,08/09/2012 12:00:00 AM,08/09/2012 12:00:00 AM,,1401415,408562,
EAST WALNUT HILLS,"1703 MADISON RD
Cincinnati, OH
(39.12966718768523, -84.4746758026526)",Graffiti removal,SR12035501,CLOSED  ,Graffiti on power box on Hackberry near Madison Ave. Appears to be gang symbols.,07/26/2012 12:00:00 AM,9:23 PM,HACKBERRY ST & MADISON RD,41,STANDARD,INTERNET,6200030030,07/26/2012 12:00:00 AM,CSRWEB,08/25/2012 12:00:00 AM,,08/03/2012 12:00:00 AM,08/03/2012 12:00:00 AM,,1408345,417586,
PENDLETON,"515 E 12TH ST
Cincinnati, OH
(39.10998873784655, -84.50604200975584)",Graffiti removal,SR12035481,CLOSED  ,Request entered through the Web. Refer to Intake Questions for further description.,07/26/2012 12:00:00 AM,3:55 PM,515 E 12TH ST CINC - GJ1563831928,11,STANDARD,INTERNET,7500030145,07/26/2012 12:00:00 AM,CSRWEB,08/25/2012 12:00:00 AM,,09/17/2012 12:00:00 AM,09/17/2012 12:00:00 AM,,1399336,410548,E 
CAMP WASHINGTON,"1036 MARSHALL AV
Cincinnati, OH
(39.13222897163115, -84.53317455537979)",Graffiti removal,SR12035348,CLOSED  ,Graffiti on Bridge columns,07/26/2012 12:00:00 AM,9:10 AM,1036 MARSHALL AV - GJ1322234367,28,STANDARD,PHONE,18900210001,07/26/2012 12:00:00 AM,LSHACKELFORD,08/25/2012 12:00:00 AM,,07/26/2012 12:00:00 AM,07/26/2012 12:00:00 AM,,1391816,418930,
CUF,"2736 W MCMICKEN AV
Cincinnati, OH
(39.13151850722801, -84.53020679268315)",Graffiti removal,SR12035336,CLOSED  ,Graffiti  all over building,07/26/2012 12:00:00 AM,8:30 AM,2736 W MCMICKEN AV - GJ1350634281,29,STANDARD,PHONE,9800020107,07/26/2012 12:00:00 AM,LSHACKELFORD,08/25/2012 12:00:00 AM,,07/26/2012 12:00:00 AM,07/26/2012 12:00:00 AM,,1392733,418602,W 
CAMP WASHINGTON,"3220 COLERAIN AV
Cincinnati, OH
(39.14183373090407, -84.53862444687735)",Graffiti removal,SR12035328,CLOSED  ,Graffiti on bridge over I 75,07/26/2012 12:00:00 AM,7:49 AM,3220 COLERAIN AV - GJ1289535396,28,STANDARD,PHONE,18900240006,07/26/2012 12:00:00 AM,LSHACKELFORD,08/25/2012 12:00:00 AM,,07/26/2012 12:00:00 AM,07/26/2012 12:00:00 AM,,1390913,422353,
WEST END,"1301 LINN ST
Cincinnati, OH
(39.108639754802596, -84.52785056896636)",Graffiti removal,SR12035309,CLOSED  ,Request entered through the Web. Refer to Intake Questions for further description.,07/25/2012 12:00:00 AM,11:17 PM,LINN ST & HOPKINS ST,3.02,STANDARD,INTERNET,13500030016,07/25/2012 12:00:00 AM,CSRWEB,08/24/2012 12:00:00 AM,,08/07/2012 12:00:00 AM,08/07/2012 12:00:00 AM,,1393147,410216,
WEST END,"701 EZZARD CHARLES DR
Cincinnati, OH
(39.10914337513901, -84.52553931135105)",Graffiti removal,SR12035308,CLOSED  ,There is a historical marker at the intersection of Ezzard Charles Drive across from Laurel Park & there is graffiti on the right hand side of the structure.,07/25/2012 12:00:00 AM,11:14 PM,CUTTER ST & EZZARD CHARLES DR,3.02,STANDARD,INTERNET,13400040213,07/25/2012 12:00:00 AM,CSRWEB,08/24/2012 12:00:00 AM,,08/07/2012 12:00:00 AM,08/07/2012 12:00:00 AM,,1393851,410404,
MOUNT AUBURN,"55 E MCMILLAN ST
Cincinnati, OH
(39.12712981572503, -84.50878494194518)",Graffiti removal,SR12035035,CLOSED  ,ON MCMILLAN SIDE OF BUILDING,07/24/2012 12:00:00 AM,4:37 PM,55 E MCMILLAN ST - GJ1536033818 AUBURN AV and E MCMILLAN ST,23,STANDARD,PHONE,8900040032,07/24/2012 12:00:00 AM,DTHOMAS,08/23/2012 12:00:00 AM,,08/17/2012 12:00:00 AM,08/17/2012 12:00:00 AM,,1398733,416784,E 
MOUNT AIRY,"5782 COLERAIN AV
Cincinnati, OH
(39.20005583908096, -84.57912991107702)",Graffiti removal,SR12034859,CLOSED  ,Graffiti on fence in rear of building,07/24/2012 12:00:00 AM,7:21 AM,5782 COLERAIN AV - GJ0906541789,83,STANDARD,PHONE,23100020023,07/24/2012 12:00:00 AM,LSHACKELFORD,08/23/2012 12:00:00 AM,,07/31/2012 12:00:00 AM,07/31/2012 12:00:00 AM,,1379409,443923,
CUF,"2301 ROHS ST
Cincinnati, OH
(39.1249714428547, -84.52156430798158)",Graffiti removal,SR12034844,CLOSED  ,The side of the house appears to be unpainted concrete.,07/23/2012 12:00:00 AM,5:48 PM,2301 ROHS ST CINC - GJ1422933570,26,STANDARD,INTERNET,10000020068,07/23/2012 12:00:00 AM,CSRWEB,08/22/2012 12:00:00 AM,,08/08/2012 12:00:00 AM,08/08/2012 12:00:00 AM,,1394988,416158,
NORTHSIDE,"1734 BLUE ROCK ST
Cincinnati, OH
(39.16127707317753, -84.54571110446824)",Graffiti removal,SR12034781,CLOSED  , ,07/23/2012 12:00:00 AM,1:50 PM,1734 BLUE ROCK ST - GJ1206037573,78,STANDARD,PHONE,19500280207,07/23/2012 12:00:00 AM,SRICHARDSON,08/22/2012 12:00:00 AM,,07/26/2012 12:00:00 AM,07/26/2012 12:00:00 AM,,1388534,429622,
CBD/RIVERFRONT,"100 JOE NUXHALL WY
Cincinnati, OH
(39.098075542828404, -84.50823420529244)",Graffiti removal,SR12034737,CLOSED  ,Just below Great American Ballpark,07/23/2012 12:00:00 AM,11:46 AM,100 JOE NUXHALL WY CINC - GJ1557230431,6,STANDARD,INTERNET,8300050001,07/23/2012 12:00:00 AM,CSRWEB,08/22/2012 12:00:00 AM,,08/30/2012 12:00:00 AM,08/30/2012 12:00:00 AM,,1398878,405655,
CBD/RIVERFRONT,"199 E 2ND ST
Cincinnati, OH
(39.14129103285494, -84.70817670849107)",Graffiti removal,SR12034735,CLOSED  ,Request entered through the Web. Refer to Intake Questions for further description.,07/23/2012 12:00:00 AM,11:40 AM,E 2ND ST & MAIN ST,6,STANDARD,INTERNET,00830007AR06      ,07/23/2012 12:00:00 AM,CSRWEB,08/22/2012 12:00:00 AM,,09/26/2012 12:00:00 AM,09/26/2012 12:00:00 AM,,1398409,406409,E 
HYDE PARK,"3441 PAPE AV
Cincinnati, OH
(39.14022394447164, -84.41882575935432)",Graffiti removal,SR12034733,CLOSED  ,Blue spray paint,07/23/2012 12:00:00 AM,11:30 AM,3441 PAPE AV CINC - GJ2308135491,51,STANDARD,INTERNET,00380A030455      ,07/23/2012 12:00:00 AM,CSRWEB,08/22/2012 12:00:00 AM,,08/03/2012 12:00:00 AM,08/03/2012 12:00:00 AM,,1424300,421006,
CAMP WASHINGTON,"2614 SPRING GROVE AV
Cincinnati, OH
(39.129468053001176, -84.53650204688824)",Graffiti removal,SR12034692,CLOSED  ,Request entered through the Web. Refer to Intake Questions for further description.,07/23/2012 12:00:00 AM,9:44 AM,2614 SPRING GROVE AV CINC - GJ1297534032,28,STANDARD,INTERNET,18700110094,07/23/2012 12:00:00 AM,CSRWEB,08/22/2012 12:00:00 AM,,08/07/2012 12:00:00 AM,08/07/2012 12:00:00 AM,,1390956,417873,
WESTWOOD,"3122 SUNSHINE AV
Cincinnati, OH
(39.144333846145514, -84.57879716192622)",Graffiti removal,SR12034672,CLOSED  ,THIS IS A ABANDONED PROPERTY SCHEDULED TO DEMOLISHED BY THE CITY.  THERE IS GRAFFITI TAGGING ALL OVER THE HOUSE.,07/23/2012 12:00:00 AM,9:02 AM,3122 SUNSHINE AV - GJ0925835589,100.02,STANDARD,PHONE,20700530236,07/23/2012 12:00:00 AM,KMALONE,08/22/2012 12:00:00 AM,,07/31/2012 12:00:00 AM,07/31/2012 12:00:00 AM,,1379029,423579,
LOWER PRICE HILL,"2121 HATMAKER ST
Cincinnati, OH
(39.104269049740196, -84.55176354172545)",Graffiti removal,SR12034658,CLOSED  ,graffitti on rear side of the school on ground and swings,07/23/2012 12:00:00 AM,8:10 AM,2121 HATMAKER ST - GJ1169831178,91,STANDARD,PHONE,14900110170,07/23/2012 12:00:00 AM,DCOTTRELL,08/22/2012 12:00:00 AM,,08/09/2012 12:00:00 AM,08/09/2012 12:00:00 AM,,1386306,408732,
CBD/RIVERFRONT,"9 E COURT ST
Cincinnati, OH
(39.106184605662634, -84.5138211453093)",Graffiti removal,SR12034627,CLOSED  ,large black graffiti,07/22/2012 12:00:00 AM,2:31 PM,9 E COURT ST CINC - GJ1497631488,7,STANDARD,INTERNET,7600020231,07/22/2012 12:00:00 AM,CSRWEB,08/21/2012 12:00:00 AM,,08/17/2012 12:00:00 AM,08/17/2012 12:00:00 AM,,1397096,409215,E 
CBD/RIVERFRONT,"529 E 5TH ST
Cincinnati, OH
(39.10353737912527, -84.50314123694886)",Graffiti removal,SR12034601,CLOSED  ,4 black large graffiti tags,07/20/2012 12:00:00 AM,6:03 PM,BUTLER ST & CULVERT ST,7,STANDARD,INTERNET,8400060044,07/20/2012 12:00:00 AM,CSRWEB,08/19/2012 12:00:00 AM,,09/10/2012 12:00:00 AM,09/10/2012 12:00:00 AM,,1400060,408214,E 
WEST END,"1127 DAYTON ST
Cincinnati, OH
(39.118613236107535, -84.53411884351056)",Graffiti removal,SR12034350,CLOSED  ,Graffiti on side of building,07/19/2012 12:00:00 AM,1:17 PM,1127 DAYTON ST - GJ1318132813,14,STANDARD,PHONE,18400050125,07/19/2012 12:00:00 AM,LSHACKELFORD,08/18/2012 12:00:00 AM,,07/27/2012 12:00:00 AM,07/27/2012 12:00:00 AM,,1391429,413846,
MOUNT ADAMS,"1003 ST GREGORY ST
Cincinnati, OH
(39.106274537865545, -84.49667107421055)",Graffiti removal,SR12034251,CLOSED  ,Request entered through the Web. Refer to Intake Questions for further description.,07/19/2012 12:00:00 AM,8:59 AM,1003 ST GREGORY ST CINC - GJ1644131539,13,STANDARD,INTERNET,7300010070,07/19/2012 12:00:00 AM,CSRWEB,08/18/2012 12:00:00 AM,,08/09/2012 12:00:00 AM,08/09/2012 12:00:00 AM,,1401903,409141,
CBD/RIVERFRONT,"300 PIKE ST
Cincinnati, OH
(39.10131028026382, -84.50267854536628)",Graffiti removal,SR12034178,CLOSED  ,Request entered through the Web. Refer to Intake Questions for further description.,07/18/2012 12:00:00 AM,2:47 PM,E 3RD ST & PIKE ST,6,STANDARD,INTERNET,8400060001,07/18/2012 12:00:00 AM,CSRWEB,08/17/2012 12:00:00 AM,,08/14/2012 12:00:00 AM,08/14/2012 12:00:00 AM,,1400233,407394,
WALNUT HILLS,"939 E MCMILLAN ST
Cincinnati, OH
(39.125843437853334, -84.48945505810055)",Graffiti removal,SR12034114,CLOSED  ,graffitti on front and read of the building,07/18/2012 12:00:00 AM,11:31 AM,939 E MCMILLAN ST - GJ1705233726,19,STANDARD,PHONE,6700010109,07/18/2012 12:00:00 AM,DCOTTRELL,08/17/2012 12:00:00 AM,,07/19/2012 12:00:00 AM,07/19/2012 12:00:00 AM,,1404260,416206,E 
NORTHSIDE,"1433 CHASE AV
Cincinnati, OH
(39.163066724015835, -84.53619627739829)",Graffiti removal,SR12034106,CLOSED  ,The tag says OHK in white block letters.,07/18/2012 12:00:00 AM,11:08 AM,CHASE AV & FERGUS ST,74,STANDARD,INTERNET,22100190199,07/18/2012 12:00:00 AM,CSRWEB,08/17/2012 12:00:00 AM,,07/27/2012 12:00:00 AM,07/27/2012 12:00:00 AM,,1391177,430123,
NORTHSIDE,"4203 LANGLAND ST
Cincinnati, OH
(39.16330054774346, -84.53817478586274)",Graffiti removal,SR12034105,CLOSED  ,The larger graffiti near Williamson is on the right side of the sidewalk if you're heading West toward the UDF.,07/18/2012 12:00:00 AM,11:06 AM,LANGLAND ST & CHASE AV,74,STANDARD,INTERNET,19600230080,07/18/2012 12:00:00 AM,CSRWEB,08/17/2012 12:00:00 AM,,08/14/2012 12:00:00 AM,08/14/2012 12:00:00 AM,,1390656,430176,
NORTHSIDE,"4203 LANGLAND ST
Cincinnati, OH
(39.16330054774346, -84.53817478586274)",Graffiti removal,SR12034103,CLOSED  ,There are graffiti tags all along the side of Junker's Tavern. The majority of them are on the dark brown paint. Some are on the stone window sills which are a cream colored paint. You'll see a mural toward the front of the building on the left side. It s,07/18/2012 12:00:00 AM,11:02 AM,LANGLAND ST & CHASE AV,74,STANDARD,INTERNET,19600230080,07/18/2012 12:00:00 AM,CSRWEB,08/17/2012 12:00:00 AM,,08/06/2012 12:00:00 AM,08/06/2012 12:00:00 AM,,1390656,430176,
NORTHSIDE,"4151 KIRBY AV
Cincinnati, OH
(39.16374726333374, -84.5477831640181)",Graffiti removal,SR12034101,CLOSED  ,There are several tags on the left side of the building as well as a fence on that side. The building and fence are white and will need that color for cover.,07/18/2012 12:00:00 AM,11:00 AM,CHASE AV & KIRBY AV,78,STANDARD,INTERNET,19500280001,07/18/2012 12:00:00 AM,CSRWEB,08/17/2012 12:00:00 AM,,08/24/2012 12:00:00 AM,08/24/2012 12:00:00 AM,,1388041,430703,
CBD/RIVERFRONT,"125 E 9TH ST
Cincinnati, OH
(39.10577991074945, -84.51124908430546)",Graffiti removal,SR12034093,CLOSED  ,125 East Ninth Street,07/18/2012 12:00:00 AM,10:54 AM,125 E 9TH ST CINC - GJ1520031441,7,STANDARD,INTERNET,7900010069,07/18/2012 12:00:00 AM,CSRWEB,08/17/2012 12:00:00 AM,,08/14/2012 12:00:00 AM,08/14/2012 12:00:00 AM,,1397825,409023,E 
COLLEGE HILL,"1350 W NORTH BEND RD
Cincinnati, OH
(39.20256494754267, -84.53980255873574)",Graffiti removal,SR12033966,CLOSED  ,right and the rear,07/17/2012 12:00:00 AM,3:00 PM,1350 W NORTH BEND RD - GJ1237942237,82.01,STANDARD,PHONE,24700020079,07/17/2012 12:00:00 AM,DSWEETEN,08/16/2012 12:00:00 AM,,08/08/2012 12:00:00 AM,08/08/2012 12:00:00 AM,,1390340,444850,W 
NORTHSIDE,"4254 HAMILTON AV
Cincinnati, OH
(39.165081205361446, -84.54067490110418)",Graffiti removal,SR12033965,CLOSED  ,graffitti on business sign at the parking lot entrance Beig sign,07/17/2012 12:00:00 AM,2:57 PM,4254 HAMILTON AV - GJ1249337985,74,STANDARD,PHONE,19600230002,07/17/2012 12:00:00 AM,DCOTTRELL,08/16/2012 12:00:00 AM,,07/27/2012 12:00:00 AM,07/27/2012 12:00:00 AM,,1390018,430902,
CUF,"203 W MCMILLAN ST
Cincinnati, OH
(39.12784028012817, -84.51950486053448)",Graffiti removal,SR12033962,CLOSED  ,large graffiti on building ,07/17/2012 12:00:00 AM,2:54 PM,203 W MCMILLAN ST - GJ1441633872,26,STANDARD,NOD GRAFFITI,10000020402,07/17/2012 12:00:00 AM,ACURRY,08/16/2012 12:00:00 AM,,10/04/2012 12:00:00 AM,10/04/2012 12:00:00 AM,,1395649,417112,W 
OVER-THE-RHINE,"119 W CENTRAL PKWY
Cincinnati, OH
(39.10666124633815, -84.51693279953065)",Graffiti removal,SR12033957,CLOSED  ,Request entered through the Web. Refer to Intake Questions for further description.,07/17/2012 12:00:00 AM,2:44 PM,119 W CENTRAL PKWY CINC - GJ1471331519,7,STANDARD,INTERNET,7600010243,07/17/2012 12:00:00 AM,CAGISMOB,08/16/2012 12:00:00 AM,,08/07/2012 12:00:00 AM,08/07/2012 12:00:00 AM,,1396240,409360,W 
CARTHAGE,"7016 CEDAR AL
Cincinnati, OH
(39.1071299998498, -84.50412999989942)",Graffiti removal,SR12033953,CLOSED  ,Gang Graffiti on Dumpsters,07/17/2012 12:00:00 AM,2:37 PM,7016 CEDAR AL - GJ1751941317,61,STANDARD,NOD GRAFFITI,24000040064,07/17/2012 12:00:00 AM,ACURRY,08/16/2012 12:00:00 AM,,08/17/2012 12:00:00 AM,08/17/2012 12:00:00 AM,,1407029,440998,
HARTWELL,"8009 ANTHONY WAYNE AV
Cincinnati, OH
(39.20330239160671, -84.46919678621543)",Graffiti removal,SR12033951,CLOSED  ,graffiti is near this address across the street on retaining wall ,07/17/2012 12:00:00 AM,2:28 PM,8009 ANTHONY WAYNE AV - GJ1852842394,60,STANDARD,NOD GRAFFITI,24300030075,07/17/2012 12:00:00 AM,ACURRY,08/16/2012 12:00:00 AM,,09/26/2012 12:00:00 AM,09/26/2012 12:00:00 AM,,1410509,444360,
HARTWELL,"8147 ANTHONY WAYNE AV
Cincinnati, OH
(39.20679176108041, -84.46648083368694)",Graffiti removal,SR12033950,CLOSED  ,spots between 8147 and 8155 across street on retaining wall ,07/17/2012 12:00:00 AM,2:27 PM,8147 ANTHONY WAYNE AV - GJ1873842794,60,STANDARD,NOD GRAFFITI,24300040061,07/17/2012 12:00:00 AM,ACURRY,08/16/2012 12:00:00 AM,,09/26/2012 12:00:00 AM,09/26/2012 12:00:00 AM,,1411263,445637,
HARTWELL,"8301 ANTHONY WAYNE AV
Cincinnati, OH
(39.21237655088237, -84.4635940099729)",Graffiti removal,SR12033948,CLOSED  ,graffiti is marijuana leaf near bridge in between supports and bridge. ,07/17/2012 12:00:00 AM,2:24 PM,8301 ANTHONY WAYNE AV - GJ1897243408,60,STANDARD,NOD GRAFFITI,24500040065,07/17/2012 12:00:00 AM,ACURRY,08/16/2012 12:00:00 AM,,09/26/2012 12:00:00 AM,09/26/2012 12:00:00 AM,,1412130,447611,
LOWER PRICE HILL,"912 STATE AV
Cincinnati, OH
(39.10704795481075, -84.55264487731415)",Graffiti removal,SR12033917,CLOSED  ,Graffiti on control Box,07/17/2012 12:00:00 AM,1:16 PM,912 STATE AV - GJ1162831507,91,STANDARD,PHONE,14900140014,07/17/2012 12:00:00 AM,LSHACKELFORD,08/16/2012 12:00:00 AM,,07/30/2012 12:00:00 AM,07/30/2012 12:00:00 AM,,1386130,409819,
WEST END,"421 BAUER AV
Cincinnati, OH
(39.11278562935769, -84.52351583678512)",Graffiti removal,SR12033913,CLOSED  ,Graffiti on side of building,07/17/2012 12:00:00 AM,1:08 PM,421 BAUER AV - GJ1411532202,8,STANDARD,PHONE,13400010224,07/17/2012 12:00:00 AM,LSHACKELFORD,08/16/2012 12:00:00 AM,,09/10/2012 12:00:00 AM,09/10/2012 12:00:00 AM,,1394391,411691,
PENDLETON,"1322 SYCAMORE ST
Cincinnati, OH
(39.11076215479176, -84.51037674193708)",Graffiti removal,SR12033892,CLOSED  ,Request entered through the Web. Refer to Intake Questions for further description.,07/17/2012 12:00:00 AM,12:00 PM,1322 SYCAMORE ST CINC - GJ1526832017,11,STANDARD,INTERNET,7500010044,07/17/2012 12:00:00 AM,CAGISMOB,08/16/2012 12:00:00 AM,,08/01/2012 12:00:00 AM,08/01/2012 12:00:00 AM,,1398140,410901,
OVER-THE-RHINE,"1401 SYCAMORE ST
Cincinnati, OH
(39.11156255139781, -84.51065553176613)",Graffiti removal,SR12033891,CLOSED  ,Request entered through the Web. Refer to Intake Questions for further description.,07/17/2012 12:00:00 AM,11:58 AM,1401 SYCAMORE ST CINC - GJ1521232102,10,STANDARD,INTERNET,7500040116,07/17/2012 12:00:00 AM,CAGISMOB,08/16/2012 12:00:00 AM,,08/06/2012 12:00:00 AM,08/06/2012 12:00:00 AM,,1397971,411185,
OVER-THE-RHINE,"124 E 13TH ST
Cincinnati, OH
(39.10988981242332, -84.51235525040153)",Graffiti removal,SR12033842,CLOSED  ,There is graffiti on the wall as well as on a door.,07/17/2012 12:00:00 AM,9:15 AM,124 E 13TH ST CINC - GJ1508631937,10,STANDARD,INTERNET,8000020276,07/17/2012 12:00:00 AM,CSRWEB,08/16/2012 12:00:00 AM,,09/11/2012 12:00:00 AM,09/11/2012 12:00:00 AM,,1397530,410666,E 
MOUNT ADAMS,"984 HATCH ST
Cincinnati, OH
(39.10914337513901, -84.49548396913184)",Graffiti removal,SR12033758,CLOSED  ,the sign has graffiti and is extremely faded - please replace sign,07/16/2012 12:00:00 AM,4:26 PM,984 HATCH ST CINC - GJ1654831891,13,STANDARD,INTERNET,7200010224,07/16/2012 12:00:00 AM,CSRWEB,08/15/2012 12:00:00 AM,,07/31/2012 12:00:00 AM,07/31/2012 12:00:00 AM,,1402312,410278,
MOUNT ADAMS,"1142 CARNEY ST
Cincinnati, OH
(39.10904444971578, -84.4951871928622)",Graffiti removal,SR12033757,CLOSED  ,Request entered through the Web. Refer to Intake Questions for further description.,07/16/2012 12:00:00 AM,4:24 PM,HATCH ST & CARNEY ST,13,STANDARD,INTERNET,7200020102,07/16/2012 12:00:00 AM,CSRWEB,08/15/2012 12:00:00 AM,,07/31/2012 12:00:00 AM,07/31/2012 12:00:00 AM,,1402395,410215,
NORTHSIDE,"1675 GLEN PARKER AV
Cincinnati, OH
(39.169973517200845, -84.54407433837491)",Graffiti removal,SR12033688,CLOSED  ,Graffiti tagging on the retaining wall on Glen Parker side of the intersection.,07/16/2012 12:00:00 AM,12:48 PM,GLEN PARKER AV & HAMILTON AV - GJ1219138511,75,STANDARD,PHONE,19700360170,07/16/2012 12:00:00 AM,KMALONE,08/15/2012 12:00:00 AM,,09/24/2012 12:00:00 AM,09/24/2012 12:00:00 AM,,1389115,432673,
HYDE PARK,"3711 GROVEDALE PL
Cincinnati, OH
(39.14485545292251, -84.44950163377376)",Graffiti removal,SR12033542,CLOSED  ,This is such a disappointment and eyesore for our neighborhood. My fear is that if it doesn't get addressed it will only invite more vandalism of this kind.,07/15/2012 12:00:00 AM,6:53 PM,GROVEDALE PL & SIGSBEE ST,50,STANDARD,INTERNET,00420A010040      ,07/15/2012 12:00:00 AM,CSRWEB,08/14/2012 12:00:00 AM,,07/17/2012 12:00:00 AM,07/17/2012 12:00:00 AM,,1415640,422999,
